date,open,high,low,close,volume
2025-01-13,166.0,167.5,161.5,162.5,15674224.0
2025-01-14,160.5,163.5,160.0,161.0,13553076.0
2025-01-15,161.0,164.0,159.5,161.5,12483220.0
2025-01-16,166.5,169.0,165.0,165.0,16764372.0
2025-01-17,166.5,167.0,163.5,166.0,13290615.0
2025-01-20,166.5,173.0,166.5,172.0,15868606.0
2025-01-21,171.0,173.0,170.5,172.0,9983273.0
2025-01-22,175.0,178.5,172.0,177.0,24592967.0
2025-02-03,161.0,166.0,160.0,161.0,38085027.0
2025-02-04,161.5,163.0,157.0,157.5,20365409.0
2025-02-05,159.5,163.0,159.5,161.5,16100978.0
2025-02-06,161.5,164.5,161.0,161.0,8723500.0
2025-02-07,161.0,165.5,161.0,164.5,16082502.0
2025-02-10,163.0,168.0,162.0,166.5,20326706.0
2025-02-11,165.5,169.0,165.5,167.5,14454374.0
2025-02-12,167.0,168.0,165.5,165.5,9277224.0
2025-02-13,164.5,172.0,164.5,170.5,21569937.0
2025-02-14,173.0,176.0,171.0,175.0,29872962.0
2025-02-17,174.0,179.5,173.5,178.0,18177793.0
2025-02-18,177.0,181.0,177.0,179.0,11486533.0
2025-02-19,178.5,186.0,178.5,183.5,25009033.0
2025-02-20,184.0,185.0,177.5,179.5,23976297.0
2025-02-21,178.5,182.5,176.5,181.0,18621112.0
2025-02-24,177.5,178.0,174.0,176.0,19227150.0
2025-02-25,171.5,177.5,171.0,176.5,20640502.0
2025-02-26,173.5,176.0,172.0,175.5,21997617.0
2025-02-27,175.0,175.5,169.0,171.0,25604789.0
2025-03-03,164.0,167.5,163.5,165.5,16892605.0
2025-03-04,161.0,166.0,160.0,164.0,23185996.0
2025-03-05,166.0,169.0,165.0,166.0,18334501.0
2025-03-06,168.0,169.5,165.5,166.0,10776336.0
2025-03-07,163.0,165.5,162.5,162.5,9563346.0
2025-03-10,162.5,163.5,160.5,161.0,8738897.0
2025-03-11,155.0,158.5,153.0,156.0,20412803.0
2025-03-12,156.5,162.0,156.0,159.0,17381498.0
2025-03-13,162.5,164.0,157.5,157.5,14070022.0
2025-03-14,158.5,160.0,155.0,155.0,12773625.0
2025-03-17,157.5,159.5,157.0,157.5,11021933.0
2025-03-18,159.5,161.0,159.0,160.5,11501944.0
2025-03-19,160.0,161.5,158.0,158.0,8946301.0
2025-03-20,159.0,164.0,159.0,162.5,10781170.0
2025-03-21,164.0,164.0,160.0,161.0,17022585.0
2025-03-24,162.5,163.0,159.5,160.5,7679904.0
2025-03-25,162.0,163.0,159.5,160.5,7552074.0
2025-03-26,161.5,162.5,160.5,161.5,4763585.0
2025-03-27,158.0,158.5,154.5,156.5,16531059.0
2025-03-28,153.5,154.0,149.0,150.5,19750467.0
2025-03-31,143.5,147.5,143.0,143.0,20413953.0
2025-04-01,144.0,151.0,143.5,149.5,18797217.0
