date,open,high,low,close,volume
2025-01-10,182.5,184.0,181.0,181.5,42317494.0
2025-01-13,180.0,180.5,171.5,171.5,157188534.0
2025-01-14,171.5,174.5,171.0,174.5,64355673.0
2025-01-15,174.5,175.5,171.0,171.0,60432737.0
2025-01-16,175.0,176.0,173.0,173.5,42128703.0
2025-01-17,173.0,175.5,172.0,173.5,47442329.0
2025-01-20,174.5,178.0,174.5,178.0,35167919.0
2025-01-21,178.5,180.0,177.0,178.5,32613034.0
2025-01-22,180.5,181.0,178.5,180.0,44375092.0
2025-02-03,164.0,168.0,163.5,165.5,168103694.0
2025-02-04,167.0,169.0,165.0,165.0,68458788.0
2025-02-05,167.0,171.5,167.0,171.0,53304973.0
2025-02-06,172.5,174.0,171.0,173.0,41060652.0
2025-02-07,175.0,178.0,174.0,178.0,52118210.0
2025-02-10,176.0,176.5,174.0,174.0,37723196.0
2025-02-11,178.0,182.0,176.0,179.0,71048641.0
2025-02-12,181.5,181.5,177.0,177.0,42666219.0
2025-02-13,177.0,181.0,177.0,180.0,40596733.0
2025-02-14,180.0,180.5,177.5,178.0,26925038.0
2025-02-17,179.5,182.5,179.0,182.5,47251327.0
2025-02-18,183.0,184.0,181.0,183.5,27184244.0
2025-02-19,183.5,184.5,182.0,183.0,35389548.0
2025-02-20,183.0,183.5,181.5,182.0,23659372.0
2025-02-21,181.5,184.0,181.0,183.0,35359340.0
2025-02-24,181.0,184.0,180.5,184.0,27928907.0
2025-02-25,181.5,182.0,177.5,177.5,70811787.0
2025-02-26,175.0,181.0,174.5,180.5,45145771.0
2025-02-27,180.0,181.5,174.0,174.0,81509723.0
2025-03-03,172.0,175.0,170.0,170.0,70556492.0
2025-03-04,165.5,172.0,165.0,170.5,71127819.0
2025-03-05,171.5,175.0,171.5,173.5,45364409.0
2025-03-06,175.5,176.0,173.5,173.5,28989951.0
2025-03-07,171.0,174.5,171.0,172.0,32530175.0
2025-03-10,173.5,174.0,170.0,172.0,36673846.0
2025-03-11,166.0,169.5,165.0,168.5,69729259.0
2025-03-12,169.0,171.5,169.0,170.5,41085436.0
2025-03-13,172.5,174.0,168.0,168.0,35310891.0
2025-03-14,168.5,170.5,168.0,170.0,33052530.0
2025-03-17,172.0,172.5,168.0,168.0,50999196.0
2025-03-18,169.0,169.5,167.0,167.5,40404616.0
2025-03-19,167.0,167.5,163.5,164.0,80802409.0
2025-03-20,165.0,167.0,164.5,166.0,37221459.0
2025-03-21,167.0,167.0,165.0,165.0,55445821.0
2025-03-24,166.5,167.0,163.0,163.0,42919426.0
2025-03-25,165.5,166.5,164.0,165.0,34677689.0
2025-03-26,166.0,167.0,165.0,166.0,19840998.0
2025-03-27,163.5,164.0,160.0,160.5,68898389.0
2025-03-28,158.0,158.5,153.0,154.0,111580460.0
2025-03-31,145.0,149.5,145.0,146.0,130858564.0
2025-04-01,148.5,153.0,148.0,152.0,61385394.0
2025-04-02,153.0,154.5,152.0,153.5,38868764.0
2025-04-07,138.5,138.5,138.5,138.5,30755604.0
2025-04-08,127.0,130.5,125.0,125.0,308542896.0
2025-04-09,119.0,122.5,112.5,112.5,366032118.0
2025-04-10,123.5,123.5,123.5,123.5,36901188.0
2025-04-11,118.5,135.0,117.0,134.5,297865611.0
2025-04-14,141.5,145.0,136.0,138.5,214264335.0
2025-04-15,139.0,140.0,136.0,139.5,86203486.0
2025-04-16,138.0,139.5,136.0,136.0,61680512.0
2025-04-17,134.5,135.5,132.0,134.5,64431249.0
2025-04-18,135.0,136.5,133.5,135.5,26363008.0
2025-04-21,135.0,137.0,134.5,136.5,32102734.0
2025-04-22,134.5,136.0,131.5,132.0,44476006.0
2025-04-23,136.0,139.5,136.0,139.0,65973272.0
2025-04-24,139.0,139.0,135.5,136.5,46353045.0
2025-04-25,140.5,141.0,138.5,139.0,57201568.0
2025-04-28,140.0,143.5,140.0,142.5,47321711.0
2025-04-29,141.5,143.5,141.0,143.0,40351039.0
2025-04-30,143.0,144.0,141.5,141.5,42090535.0
2025-05-02,144.5,148.0,144.0,147.5,60280797.0
2025-05-05,149.0,149.0,142.0,142.5,66798494.0
2025-05-06,142.5,146.5,142.0,146.0,53330985.0
2025-05-07,146.5,148.0,143.5,145.0,43382455.0
2025-05-08,145.5,146.5,144.5,146.0,29519952.0
2025-05-09,146.5,147.5,145.5,147.0,30063441.0
2025-05-12,149.0,153.0,148.5,153.0,59409981.0
2025-05-13,159.5,161.5,157.0,158.0,95098747.0
2025-05-14,161.5,163.0,159.5,163.0,71682968.0
2025-05-15,163.0,163.0,158.5,159.5,71845843.0
2025-05-16,158.5,159.5,157.0,158.0,34670607.0
2025-05-19,157.0,158.0,154.0,154.0,53345121.0
2025-05-20,157.0,158.5,153.5,154.0,41647356.0
2025-05-21,155.0,156.5,154.5,155.0,29698374.0
2025-05-22,153.5,154.0,151.5,153.0,37074612.0
2025-05-23,156.0,156.0,153.0,154.0,22518013.0
2025-05-26,152.5,155.0,151.0,153.0,28992215.0
